"","X.1","X","school_add","school_nm","population","prop.population","all.races","prop.all.races","white","prop.white","af.am","prop.af.am","hispanic","prop.hispanic","am.ind","prop.am.ind","asian","prop.asian","nh.pi","prop.nh.pi","prop.school.black","prop.school.white","prop.school.hispanic","prop.school.asian","prop.school.pi","prop.school.multi","prop.school.EL","prop.school.lowincome","total.students","Grade3.ELA.Level1","Grade3.ELA.Level2","Grade3.ELA.Level3","Grade3.ELA.Level4","Grade3.Math.Level1","Grade3.Math.Level2","Grade3.Math.Level3","Grade3.Math.Level4","Grade4.ELA.Level1","Grade4.ELA.Level2","Grade4.ELA.Level3","Grade4.ELA.Level4","Grade4.Math.Level1","Grade4.Math.Level2","Grade4.Math.Level3","Grade4.Math.Level4","Grade5.ELA.Level1","Grade5.ELA.Level2","Grade5.ELA.Level3","Grade5.ELA.Level4","Grade5.Math.Level1","Grade5.Math.Level2","Grade5.Math.Level3","Grade5.Math.Level4","white.prop.difference","white.prop.difference.percent","med.income","med.rent","total.income","income.10k","income.15k","income.20k","income.25k","income.30k","income.35k","income.40k","income.50k","income.60k","income.75k","income.100k","income.125k","income.150k","income.200k","income.more","home.total","home.owners","lnorm.gini","lnorm.sd","ela.grade3.mean","ela.grade3.sd","ela.grade3.chisq","math.grade3.mean","math.grade3.sd","math.grade3.chisq","ela.grade5.mean","ela.grade5.sd","ela.grade5.chisq","math.grade5.mean","math.grade5.sd","math.grade5.chisq","largest.group","school.white","school.black","school.hispanic","school.asian","race.chi.sq","most.common.group"
"1",1,1,"5625 N MCVICKER AV","HITCH",9745,1,9745,1,8074,0.828527449974346,100,0.0102616726526424,1635,0.167778347870703,44,0.00451513596716265,657,0.0674191893278604,4,0.000410466906105695,0.021,45,38.1,14.1,0.6,0,2.5,0.116,467,2.5,30,40,27.5,0,7.5,47.5,45,7.3,31.7,41.5,19.5,0,17.1,73.2,9.8,1.9,30.2,43.4,24.5,0,18.9,73.6,7.5,-37.8527449974346,-0.456867723557097,63.7847293996922,1048.04207285788,3907.97657726199,0.0456155263818213,0.0221278631037869,0.0551619648765953,0.0424687719080371,0.0339948472737994,0.0280666812159297,0.0301902459053389,0.0300308482219401,0.0288574816212925,0.0791677050288193,0.0555090604563448,0.142181908214875,0.154320629979223,0.0802383132121534,0.101301915041618,3907.97657726199,0.663149550161436,0.720405970120567,123.057324258061,2.92929292929293,0.811304382505077,23.3899089531928,3.38383838383838,0.617881018648028,42.1011640970074,2.91836734693878,0.76889892338766,15.8612201865501,2.88775510204082,0.494977934762284,11.7465917208894,0.45,210,9,177,65,963.658446201906,"White"
"2",2,2,"1104 W 31ST ST","HOLDEN",9130,1,9130,1,3845,0.421139101861993,355,0.0388828039430449,2836,0.310624315443593,59,0.00646221248630887,3254,0.356407447973713,1,0.000109529025191676,0.048,17.1,65,13,0.2,0,2.5,0.219,631,4.9,40.7,43.2,11.1,6,9.6,54.2,30.1,4.6,50.8,36.9,7.7,4.5,28.8,63.6,3,0,25.9,58.6,15.5,1.7,10.3,81,6.9,-25.0139101861993,-0.593958387516255,42.381682475356,853.920591456736,3690.54785195871,0.0773687915687022,0.0557298313539987,0.0846921348676559,0.0381981005875597,0.0560899196872512,0.0726257079473087,0.0631085512125892,0.0373925433435366,0.0307302425676265,0.0749223137507926,0.116716894944436,0.0916680592548018,0.0849941700989493,0.0401398142852914,0.031864025191885,3690.54785195871,0.472651924421552,0.704598514238739,77.755719265633,2.62244897959184,0.739396607194614,4.00035091962818,3.09090909090909,0.796560323386787,11.5159964716541,2.89795918367347,0.633917551606183,17.1132495757267,2.93877551020408,0.449887191601698,25.1686898050225,0.65,107,30,410,82,584.343847731764,"White"
"3",3,3,"955 W GARFIELD BL","HOLMES",2996,1,2996,1,38,0.0126835781041389,2888,0.963951935914553,77,0.0257009345794393,17,0.00567423230974633,0,0,0,0,0.994,0.2,0.4,0,0,0,2.5,0,471,16.1,48.4,30.6,4.8,16.1,32.3,38.7,12.9,7.1,66.7,26.2,0,12.5,40,47.5,0,2.4,69,21.4,7.1,4.8,54.8,38.1,2.4,-1.06835781041389,-0.842315789473684,24.326259012016,1009.38851802403,814.422816015893,0.166166900406097,0.0927408398853349,0.112444473909588,0.131010819136888,0.0747249764761777,0.0629397514143612,0.0384389571154442,0.0190550444977098,0.0437005374506966,0.0869426291832342,0.0394666501584753,0.040741007960323,0.0603982149550037,0.0145269757326009,0,814.422816015893,0.299727375053553,0.670797791529068,38.0498086189769,2.22448979591837,0.766981125117532,19.0135283366455,2.46938775510204,0.910466988284437,17.6699840846009,2.33333333333333,0.63887656499994,26.6466266903292,2.38775510204082,0.602959249810851,33.6147667847498,0.994,0,468,1,0,500.704204225673,"Black"
"4",4,4,"720 N LOREL AV","HOWE",4995,1,4995,1,64,0.0128128128128128,4803,0.961561561561562,126,0.0252252252252252,8,0.0016016016016016,1,0.0002002002002002,0,0,0.994,0,0.2,0.2,0.2,0,2.5,0,541,22.7,42.7,33.3,1.3,25.3,20,45.3,9.3,6.8,57.6,33.9,1.7,10.2,32.2,55.9,1.7,0,62,32,6,2,38,58,2,-1.28128128128128,-1,32.8004402402402,883.087287287287,1493.05541530077,0.193403311052507,0.108063720793621,0.108815622275577,0.0898275247160092,0.029124250861385,0.0370040774484957,0.071032580534222,0.0419268546075643,0.0295677419861451,0.0672051639813563,0.0645553498809115,0.0780002693088507,0.0392966610018812,0.0119445216149781,0.00441790698803249,1493.05541530077,0.264794104838808,0.646408975416705,32.9491865285088,2.13265306122449,0.76841992254344,31.3922754512699,2.38383838383838,0.965814351399269,33.7820894772525,2.44,0.608359277155375,13.5102707150328,2.6,0.568535243614961,4.68564519284909,0.994,0,537,1,1,571.970454445283,"Black"
"5",5,5,"1540 W 84TH ST","CUFFE",4072,1,4072,1,10,0.00245579567779961,3993,0.980599214145383,43,0.0105599214145383,17,0.00417485265225933,1,0.000245579567779961,2,0.000491159135559921,0.998,0,0.2,0,0,0,2.5,0.002,600,10.1,14.5,47.8,27.5,8.8,14.7,33.8,42.6,0,17.6,58.8,23.5,0,7.8,72.5,19.6,1.2,20.9,69.8,8.1,1.2,20.9,74.4,3.5,-0.245579567779961,-1,37.3607141453831,875.709479371316,1346.05706401969,0.111843320890798,0.12573417490775,0.0746158755846621,0.0395122898815777,0.0651335620040023,0.0471181871096631,0.100652341798196,0.0589319373192217,0.0389042028419015,0.0605410671667461,0.0956842866723594,0.0672883931085389,0.0743631291644142,0.00882634962693551,0.00283879216849735,1346.05706401969,0.532379690033222,0.691056751604151,55.6105349630364,2.92857142857143,0.910986776641953,30.3031584953318,3.12371134020619,0.949316990862848,24.9483092123081,2.85714285714286,0.556127998320049,33.8621815562275,2.80612244897959,0.490280022350075,11.1058036949118,0.998,0,598,1,0,640.638353410132,"Black"
"6",6,6,"1420 W 17TH ST","PILSEN",3315,1,3315,1,1607,0.484766214177979,140,0.0422322775263952,2721,0.820814479638009,31,0.00935143288084465,44,0.0132730015082956,3,0.000904977375565611,0.024,0.9,96.5,0.2,0,0,2.5,0.297,451,13.8,27.7,47.7,10.8,15.2,13.6,34.8,36.4,2.4,45.2,40.5,11.9,2.2,22.2,57.8,17.8,0,57.9,31.6,10.5,0,42.1,47.4,10.5,-47.5766214177979,-0.981434349719975,27.5083441930618,688.710708898944,1178.14013347196,0.11672466516108,0.0216468501381686,0.0589508675735678,0.101173693137504,0.0307046937995542,0.0453629773847697,0.0632976302330653,0.0339726378173536,0.0276620060786497,0.0469710560803558,0.161004176322478,0.133489293598335,0.0735934501865314,0.0243700056775243,0.0202280533255619,1178.14013347196,0.267142891260973,0.694662295252073,68.7711178261877,2.55670103092783,0.853535199490776,4.37401796021511,2.92857142857143,1.05761840993381,18.6969527895396,2.52040816326531,0.677009674765796,7.93463377826552,2.67676767676768,0.651971622461874,7.88313870406142,0.965,4,10,435,0,640.762892040095,"Hispanic"
"7",7,7,"10650 S EBERHART AV","CULLEN",3899,1,3899,1,7,0.00179533213644524,3839,0.984611438830469,34,0.00872018466273403,5,0.00128238009746089,0,0,0,0,0.994,0,0,0.6,0,0,2.5,0.003,326,0,24.3,62.2,13.5,0,13.5,62.2,24.3,0,37.1,60,2.9,0,22.9,71.4,5.7,0,36.6,53.7,9.8,2.4,19.5,70.7,7.3,-0.179533213644524,-1,35.8684631956912,844.129263913824,1354.55966002093,0.133265894687629,0.0960913067980273,0.0569345997792987,0.0624797840985424,0.041181504130046,0.0493951756459841,0.0660843885539089,0.070769325285323,0.0319091734075071,0.082916052851842,0.106939739876516,0.087749222416642,0.0586311676968679,0.0125054920271922,0.0188473320042661,1354.55966002093,0.41383318403714,0.689858198998678,60.4063866747943,2.88888888888889,0.604217978116644,22.201491332727,3.11111111111111,0.604217978116644,17.003623228405,2.72448979591837,0.622277364566239,7.05013173629072,2.83673469387755,0.568845413222916,9.90729866807768,0.994,0,324,0,1,345.791359074457,"Black"
"8",8,8,"4247 W 15TH ST","HUGHES C E",2624,1,2624,1,40,0.0152439024390244,2527,0.963033536585366,73,0.0278201219512195,4,0.00152439024390244,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,19,45.2,33.3,2.4,33.3,16.7,45.2,4.8,4.9,53.7,24.4,17.1,0,24.4,63.4,12.2,0,45.9,48.6,5.4,0,33.3,61.1,5.6,NA,NA,25.7942549542683,944.198170731707,711.622377622378,0.169218372280419,0.137792103142627,0.0684931506849315,0.119258662369057,0.0612409347300564,0.0854149879129734,0,0.0620467365028203,0.0338436744560838,0.064464141821112,0.0298146655922643,0.107171635777599,0.0177276390008058,0,0.0257856567284448,711.622377622378,0.207896857373086,0.657203439638025,38.505549305152,2.18181818181818,0.76082174108451,23.6218715320634,2.20408163265306,0.962805005078127,75.9667101670116,2.59183673469388,0.589193659967526,6.7420095140687,2.71717171717172,0.55402799679505,1.22322756182372,NA,0,0,0,0,NA,"Black"
"9",9,9,"1746 S MILLER ST","JUNGMAN",4834,1,4834,1,2244,0.464211832850641,350,0.072403806371535,3546,0.733553992552751,91,0.0188249896565991,107,0.0221348779478693,0,0,0.04,0.6,94.8,0,0.6,0,2.5,0.419,329,15.8,44.7,36.8,2.6,28.2,17.9,43.6,10.3,3.2,51.6,45.2,0,0,40.6,56.3,3.1,3.6,57.1,28.6,10.7,0,42.9,57.1,0,-45.8211832850641,-0.98707486631016,40.976113570542,897.568266446007,1962.77939299818,0.0792839466148978,0.0399096496037421,0.0399717367369228,0.0614597527170854,0.0411698640537749,0.0533784512533139,0.063598400773822,0.0384747306430964,0.0425900988229994,0.06245783880911,0.128886090885772,0.118887636235817,0.0684907749987593,0.0580562108571378,0.0444043190929205,1962.77939299818,0.302684960927138,0.703007560768441,77.6718684005793,2.25773195876289,0.739909207767299,15.7219863320423,2.35714285714286,1.00770229608043,44.8557606080537,2.45918367346939,0.720371716001699,11.1979928865543,2.57575757575758,0.496742636335202,9.33247885981846,0.948,1,13,311,0,NA,"Hispanic"
"10",10,10,"3849 W 69TH PL","HURLEY",7117,1,7117,1,3846,0.540396234368414,282,0.0396234368413657,5909,0.830265561332022,46,0.00646339749894618,57,0.00800899255304201,4,0.000562034565125755,0.027,2,95.1,0.2,0,0,2.5,0.296,980,2.9,39,50.5,7.6,0,14.3,56.2,29.5,0,19.4,61.3,19.4,0,9.7,64.5,25.8,1,37.1,52.4,9.5,1.9,21,73.3,3.8,-52.0396234368414,-0.962990119604784,47.1349228607559,1148.09793452297,2039.55869774156,0.0454114259341602,0.0448693782724435,0.0337875456197618,0.0708054131962282,0.0527937188570193,0.0346892325636865,0.0456183065399799,0.0243105592546582,0.064289980037364,0.112606248509927,0.134465063778538,0.144172148869414,0.0728588478753757,0.0623416136883405,0.0413251859574138,2039.55869774156,0.799209562148095,0.723311016436782,108.137168071271,2.63265306122449,0.648356448705618,10.2189393500953,3.15151515151515,0.644658371220304,15.3003481996873,2.6969696969697,0.646095738380922,4.92882622947659,2.79591836734694,0.496569337222378,9.81352930989975,0.951,19,26,931,1,NA,"Hispanic"
"11",11,11,"3149 N WALCOTT AV","JAHN",6007,1,6007,1,5121,0.852505410354586,137,0.0228067254869319,918,0.152821708007325,30,0.00499417346429166,218,0.0362909938405194,4,0.000665889795238888,0.094,13,76,1.6,0,0,2.5,0.208,437,7.3,23.6,47.3,21.8,3.6,7.3,34.5,54.5,5.1,35.9,43.6,15.4,0,17.9,61.5,20.5,0,27.1,52.1,20.8,0,20.8,72.9,6.3,-72.2505410354586,-0.84750829916032,106.520142500416,1284.79823539204,2531.23680561489,0.0204971020184017,0.0233924759220254,0.00911280214047442,0.0272236875908258,0.00286379623102459,0.0150331873313158,0.0284210274113704,0.00662469231568132,0.00969561832916039,0.0285704450385274,0.0323081703506301,0.0902843098280298,0.0909157962275996,0.105562878073284,0.162117961867684,2531.23680561489,0.642146489483276,0.718893906537403,165.79343694273,2.83673469387755,0.845776377929969,11.1406770082576,3.41836734693878,0.758776407686039,63.7206654477044,2.92929292929293,0.688869604267882,15.4795329381387,2.85714285714286,0.497416003373807,9.40854401488853,0.76,56,41,332,6,NA,"White"
"12",12,12,"1009 N CLEVELAND AV","JENNER",3064,1,3064,1,1245,0.406331592689295,1441,0.470300261096606,192,0.0626631853785901,6,0.00195822454308094,223,0.0727806788511749,0,0,0.993,0,0.7,0,0,0,2.5,0,431,14.6,66.7,16.7,2.1,16.3,49,30.6,4.1,13.3,55.6,28.9,2.2,13.3,42.2,40,4.4,0,57.1,40,2.9,2.8,50,47.2,0,-40.6331592689295,-1,53.8897757832898,795.526762402089,1840.24222581239,0.0634875065349617,0.0377814347291675,0.0486126896611617,0.0582446988557397,0.00414572875236514,0.0344291637593671,0.0200320971285148,0.0153756941745172,0.0310132571549085,0.0346484906625935,0.0444655364202764,0.100516043972733,0.080912966901104,0.0755116034458927,0.13348338985796,1840.24222581239,0.345378479525715,0.70632822634181,104.836228301447,2.06122448979592,0.622868762643096,55.3246400211109,2.22222222222222,0.763391406756257,65.4457010663186,2.44444444444444,0.538748023761179,13.5806054517559,2.45454545454545,0.539703759874809,18.0430899638874,0.993,0,427,3,0,NA,"Black"
"13",13,13,"5650 N MOZART ST","JAMIESON",13797,1,13797,1,8012,0.580705950568964,805,0.0583460172501268,2842,0.205986808726535,67,0.00485612814379938,3135,0.22722330941509,15,0.00108719286801479,0.081,33.7,26,32.1,0.1,0,2.5,0.249,795,0,20.5,49.3,30.1,0,9.6,35.6,54.8,0,17.4,55.8,26.7,0,12,59.8,28.3,0,20.2,50.6,29.2,0,17.6,57.1,25.3,-24.3705950568964,-0.419671867199201,51.3546864535769,963.836921069798,5433.04892865774,0.0534774744824974,0.0183643703421363,0.0494259973466086,0.0463603489302827,0.0752874268433111,0.0505079851891387,0.0357217193099263,0.063817304892755,0.0628940587080847,0.0823632983315477,0.0515890722400905,0.102757790008093,0.115227816017254,0.0731721984905394,0.0629897570309491,5433.04892865774,0.432015862848399,0.714825513696269,99.4161877770131,3.1010101010101,0.707033894851129,41.3641525724562,3.45918367346939,0.660652088781311,65.8126648282391,3.09090909090909,0.701178440867173,38.8381621129922,3.08080808080808,0.649595913277076,66.9701808994294,0.337,267,64,206,255,NA,"White"
"14",14,14,"9241 S LEAVITT ST","KELLOGG",5180,1,5180,1,2848,0.54980694980695,2136,0.412355212355212,242,0.0467181467181467,8,0.00154440154440154,23,0.00444015444015444,0,0,0.838,13.2,2.6,0.4,0,0,2.5,0.011,272,0,15.2,39.4,45.5,0,6.1,48.5,45.5,0,30.8,53.8,15.4,0,11.5,73.1,15.4,3.4,10.3,55.2,31,0,6.9,65.5,27.6,-41.780694980695,-0.759915730337079,100.396004054054,1000.58127413127,1883.65200141765,0.0263579621216364,0.00885616978093408,0.0220363667539382,0.0279099562706477,0.0300497434446196,0.0195752220468301,0.0194095973010375,0.00666214403368343,0.0190993006195501,0.0497603251016383,0.062934625946041,0.124332786181963,0.0783616346629254,0.095393850207137,0.16791098714012,1883.65200141765,0.901876448327748,0.728659645037396,165.348006665606,3.3030303030303,0.720749970156447,105.416852478902,3.39393939393939,0.603022689155527,43.483281823964,3.15151515151515,0.719461765426729,62.0373629736027,3.21428571428571,0.542046522901578,95.9486324085092,0.838,35,227,7,1,NA,"White"
"15",15,15,"2009 W SCHILLER ST","PRITZKER",5098,1,5098,1,4060,0.796390741467242,445,0.0872891329933307,714,0.140054923499412,14,0.0027461749705767,210,0.0411926245586504,3,0.000588466065123578,0.466,23,28,2.3,0.2,0,2.5,0.055,640,8.6,17.1,34.3,40,10,14.3,34.3,41.4,0,16.7,47,36.4,0,6.1,56.1,37.9,1.3,30.3,31.6,36.8,1.3,35.5,40.8,22.4,-56.6390741467242,-0.711197044334975,80.4393366025892,1179.83699489996,2532.47887649619,0.0685552317493633,0.0232190503819511,0.0363170427552127,0.0149246368373334,0.00631792041722251,0.0264823729338253,0.00634259979385228,0.00802079740467701,0.0120986629164899,0.0377173811994292,0.0365982802303955,0.0738035334819678,0.113341914308725,0.132312486539468,0.129571797454643,2532.47887649619,0.401687227201247,0.712423361949675,133.124801614803,3.07070707070707,0.950322450674305,71.4509465725183,3.07070707070707,0.982006746438911,21.9787747665343,3.04081632653061,0.848508301108648,53.0587984737688,2.8469387755102,0.7779439040589,47.4813440927359,0.466,147,298,179,14,NA,"White"
"16",16,16,"838 W MARQUETTE RD","MAYS",1651,1,1651,1,9,0.00545124167171411,1608,0.973955178679588,9,0.00545124167171411,1,0.000605693519079346,2,0.00121138703815869,0,0,0.969,0,3.1,0,0,0,2.5,0.02,350,8.6,28.6,62.9,0,11.4,0,62.9,25.7,0,69.8,25.6,4.7,4.7,34.9,58.1,2.3,0,44,44,12,0,8,84,8,-0.545124167171411,-1,21.7168764385221,762.774076317383,491.807318467696,0.332053742802303,0.0614203454894434,0.249520153550864,0.0662188099808061,0.0316698656429943,0.0307101727447217,0.0470249520153551,0.00767754318618042,0.0335892514395393,0.0211132437619962,0.0230326295585413,0.0460652591170825,0.0143953934740883,0.0124760076775432,0,491.807318467696,0.295585412667946,0.62010205515864,20.9865822057264,2.55102040816327,0.644124099261405,23.707194851327,3.03061224489796,0.842848406135294,26.1041214738898,2.68,0.679869268479038,1.36845863458043,3,0.402015126103685,31.4303761734569,0.969,0,339,10,0,NA,"Black"
"17",17,17,"1000 W 52ND ST","SHERMAN",3112,1,3112,1,123,0.0395244215938303,2810,0.902956298200514,245,0.0787275064267352,2,0.0006426735218509,4,0.0012853470437018,0,0,0.992,0,0.8,0,0,0,2.5,0.008,591,10.3,55.1,29.5,5.1,10.3,28.2,50,11.5,0,53.2,42.6,4.3,2.1,14.6,77.1,6.3,3.4,67.2,29.3,0,1.7,43.1,51.7,3.4,-3.95244215938303,-1,25.7142657455013,1171.27442159383,823.031011229812,0.147893869658384,0.0550030151199542,0.182902649978889,0.102389006344042,0.0504987413710343,0.0388775844142966,0.0605357165698834,0.0244601550006567,0.0221067064974834,0.104319581230543,0.0805483380316099,0.0276589566414753,0.0585246692743149,0.0291349259039529,0.000304140317128174,823.031011229812,0.358669215928386,0.686953050876355,52.0147520401279,2.29292929292929,0.71788415375658,20.0555051503613,2.62626262626263,0.815486064970076,8.54258524082612,2.26262626262626,0.506807909226224,30.4059584067538,2.57142857142857,0.57436652689419,5.43234123933163,0.992,0,586,4,0,NA,"Black"
"18",18,18,"4251 N CLARENDON AV","BRENNEMANN",17390,1,17390,1,11424,0.656929269695227,3286,0.188959171937895,1726,0.099252443933295,44,0.00253018976423232,1451,0.083438757906843,7,0.000402530189764232,0.739,4,17.6,3.3,1.2,0,2.5,0.24,329,8.3,25,58.3,8.3,2.8,19.4,66.7,11.1,3.6,46.4,42.9,7.1,3.3,30,63.3,3.3,0,32.4,52.9,14.7,0,16.7,72.2,11.1,-61.6929269695227,-0.939110644257703,52.9862631972398,923.486083956297,10266.7480181351,0.0924735869636151,0.0544055527060596,0.0378283184419223,0.0537691262903106,0.0256330661743886,0.0354427490136766,0.0314569202911829,0.0244773514459355,0.0359628035841078,0.0700436872830509,0.0951194393955054,0.133788306898794,0.100286587608623,0.0449673289152265,0.0728120885699398,10266.7480181351,0.391046244358042,0.703616620692856,91.4325589366323,2.66666666666667,0.74230748895809,10.66000256815,2.87755102040816,0.613680902381198,19.245296288947,2.81632653061224,0.663432790519351,7.68170273227202,2.94949494949495,0.522430297542704,16.8593525574064,0.739,13,243,57,10,NA,"White"
"19",19,19,"4520 S KEDZIE AV","COLUMBIA EXPLORERS",7980,1,7980,1,3721,0.466290726817043,82,0.0102756892230576,7006,0.877944862155388,68,0.00852130325814536,245,0.0307017543859649,5,0.0006265664160401,0.002,2.6,97.1,0,0.1,0,0.2,1.25,1,7.5,41.5,43.4,7.5,5.6,25.2,48.6,20.6,1,31.3,50.5,17.2,1,14.7,66.7,17.6,0,55.3,40.4,4.3,1,31.6,62.2,5.1,-44.0290726817043,-0.944240795485085,41.0927107769424,834.934962406015,2244.40419871172,0.0514727138972106,0.0335279811224468,0.0937059335716371,0.122192661907273,0.081971154975266,0.0695316998264622,0.0879303374738139,0.0497335338535828,0.0383737893346849,0.0873554362911809,0.0819250325625108,0.0974509324341591,0.041118359937937,0.00906401800600659,0.0305064831864973,2244.40419871172,0.441242221825056,0.707222497743885,67.6848584382371,2.51020408163265,0.735616691412178,4.08879038780511,2.8469387755102,0.804011089018345,3.29291671787229,2.48484848484848,0.577885596397065,9.48905555273815,2.71717171717172,0.572149617231404,0.582078409572919,0.971,0,0,0,0,NA,"Hispanic"
"20",20,20,"1460 W 112TH ST","SHOOP",5145,1,5145,1,47,0.00913508260447036,5008,0.973372206025267,62,0.0120505344995141,4,0.000777453838678328,14,0.00272108843537415,1,0.000194363459669582,0.999,0.1,0,0,0,0,2.5,0.004,745,14.6,41.6,41.6,2.2,10.2,25,53.4,11.4,6.6,41,34.4,18,1.6,27.9,54.1,16.4,0,33.3,56.7,10,2.2,23.6,65.2,9,-0.813508260447036,-0.890531914893617,37.7366330417881,1081.36754130224,1771.77337026769,0.12224295965049,0.0535468394115851,0.0443969320941984,0.0807037040262465,0.0325417197676329,0.0713189705593276,0.0517563431632694,0.0612086689670384,0.0419090169188366,0.067855163183166,0.10877239244475,0.0796554001819679,0.0911889522062064,0.0370069325884801,0.0377273655823066,1771.77337026769,0.71017222383663,0.687363499367422,63.6438047474471,2.31632653061224,0.740533922394312,12.3118602161577,2.65656565656566,0.810160177682395,7.33376785276951,2.76767676767677,0.619879560854329,9.77957830474842,2.81818181818182,0.612183051916503,6.55108188269674,0.999,0,744,0,0,NA,"Black"
"21",21,21,"9000 S EXCHANGE AV","MIRELES",9259,1,9259,1,1982,0.214061993735825,5057,0.546171292796198,3920,0.423371854411924,97,0.0104762933362134,30,0.00324009072254023,16,0.00172804838535479,0.526,0.5,46.6,0,0.2,0,0.2,1.25,1,14.5,43.6,39.3,2.6,21.7,24.2,42.5,11.7,3.8,52.6,36.1,7.5,9,33.1,51.9,6,5.6,57.3,33.7,3.4,1.1,57.8,36.7,4.4,-20.9061993735825,-0.976642280524722,29.3713752025057,710.224322281024,3070.51764051448,0.187347955218167,0.0834363353379839,0.0841018857345295,0.0889970216403543,0.0711453701785881,0.0480361726583737,0.0413886705158832,0.0648456298932498,0.0326537763811995,0.0816592478928281,0.052244929559794,0.0814325993382407,0.0391696620353985,0.0180871549227819,0.0145281485512083,3070.51764051448,0.36503082287403,0.679758783799628,56.5548082679789,2.29591836734694,0.735116004219173,13.3226799843635,2.43877551020408,0.9531967541791,21.2647467253419,2.3469387755102,0.627579884697427,24.7300135513574,2.43877551020408,0.593197286954127,26.4921693139984,0.526,0,0,0,0,NA,"Black"
"22",22,22,"245 W 57TH ST","SHERWOOD",2100,1,2100,1,12,0.00571428571428571,2065,0.983333333333333,24,0.0114285714285714,0,0,0,0,0,0,0.997,0,0.3,0,0,0,2.5,0.003,396,6.3,14.6,54.2,25,8.3,10.4,58.3,22.9,2.1,44.7,53.2,0,2.1,44.7,51.1,2.1,0,47.6,38.1,14.3,4.8,23.8,66.7,4.8,-0.571428571428571,-1,21.8887971428571,835.553333333333,461.997626737195,0.170940090881223,0.127424242642585,0.109597079607802,0.0592787873634993,0.109281495710625,0.0734453077342114,0.046930442440503,0.0770578104817639,0.0168458654361474,0.0228435248704112,0.0601210140921927,0.0504252698365659,0.0397910190192087,0.00840421163942764,0,461.997626737195,0.224854839234238,0.682665796296504,48.1119662251754,2.98989898989899,0.801719446767696,29.6276084044984,2.95918367346939,0.81124020298996,8.1550232543401,2.66666666666667,0.714285714285714,1.84707593957918,2.72164948453608,0.607972519274054,15.6404994899735,0.997,0,394,1,0,NA,"Black"
"23",23,23,"6420 S UNIVERSITY AV","WADSWORTH",2742,1,2742,1,140,0.0510576221735959,2448,0.892778993435449,83,0.0302698760029176,10,0.00364697301239971,39,0.0142231947483589,0,0,0.977,0.8,1.4,0,0,0,2.5,0,354,13.9,47.2,33.3,5.6,8.3,33.3,47.2,11.1,10.7,35.7,42.9,10.7,0,25,60.7,14.3,2.9,55.9,35.3,5.9,0,58.8,38.2,2.9,-4.30576221735959,-0.843314285714286,34.569306345733,798.071845368344,1276.06547134632,0.15492467679604,0.0672130864790961,0.0502382885730906,0.0819649845496243,0.0449296853327353,0.0598858710510183,0.0141298434524599,0.0448361400991073,0.0022951528731233,0.0738025714830941,0.0779865081734926,0.0963215836322884,0.119825106392174,0.0324340183757211,0.070310878625785,1276.06547134632,0.354066352762679,0.690163488653468,77.5611230606773,2.30612244897959,0.765333473106892,12.1294969132237,2.61616161616162,0.791628013898699,13.4355612164682,2.44329896907217,0.628640599576917,8.60092980338675,2.42857142857143,0.537270689517335,29.4421192651324,0.977,2,345,4,0,NA,"Black"
"24",24,24,"4250 S ROCKWELL ST","SHIELDS",15597,1,15597,1,7171,0.459767904084119,404,0.0259024171314996,13819,0.886003718663846,131,0.00839905109957043,297,0.0190421234852856,2,0.000128229787779701,0.014,2,96.5,0.1,0.1,0,0.2,1.25,1,8.8,46,38.1,7.1,5.8,21.2,53.5,19.5,2.9,40.4,50.5,6.3,1.4,20.4,71.6,6.6,1,42.4,44.4,12.1,0,23.2,68.7,8.1,-43.9767904084119,-0.956499790824153,42.2974754119382,828.392896069757,4148.65349985736,0.053436410422313,0.0279511504521893,0.0955236495151752,0.0851627305416391,0.0673981421216831,0.0713119336136739,0.0752422248801875,0.0637565352634702,0.0467130265662236,0.0877946917462509,0.0850575144574311,0.119097523596144,0.0583445753871964,0.0185023356668505,0.0171485647903034,4148.65349985736,0.477501061154262,0.713667584953612,73.7514507811367,2.44444444444444,0.74535599249993,6.4734589061483,2.87755102040816,0.776793649342438,3.25636058283221,2.67676767676768,0.697346030526801,0.339707021488234,2.84848484848485,0.541419833394177,6.19856452099226,0.965,0,0,0,0,NA,"Hispanic"
"25",25,25,"1330 E 50TH ST","SHOESMITH",11495,1,11495,1,4012,0.349021313614615,5514,0.479686820356677,611,0.0531535450195737,14,0.00121792083514572,1289,0.112135711178773,2,0.000173988690735102,0.976,0,2.1,0.3,0,0,2.5,0.012,340,12.7,34.5,36.4,16.4,3.6,18.2,61.8,16.4,0,41.3,47.8,10.9,0,19.6,78.3,2.2,0,38.8,53.1,8.2,0,30.6,69.4,0,-34.9021313614615,-1,40.5999207481514,943.082644628099,6317.96010689991,0.134023293862639,0.0490463865674633,0.0451223103110388,0.0439572288693546,0.0320964518591835,0.0630276587444841,0.0389869513799629,0.037370341300083,0.0351529712514637,0.0603380614717004,0.0768836350329013,0.11074599233187,0.0759986014539444,0.0679127293670019,0.0409266798851513,6317.96010689991,0.332078037132271,0.69256780604303,76.0144260747475,2.57142857142857,0.908153218373,2.6650849514198,2.91836734693878,0.683735485535538,10.5156544733664,2.6969696969697,0.613696485751203,6.95710490968629,2.6969696969697,0.461906993344902,9.22930061537436,0.976,0,331,7,1,NA,"Black"
