"","X.1","X","school_add","school_nm","population","prop.population","all.races","prop.all.races","white","prop.white","af.am","prop.af.am","hispanic","prop.hispanic","am.ind","prop.am.ind","asian","prop.asian","nh.pi","prop.nh.pi","prop.school.black","prop.school.white","prop.school.hispanic","prop.school.asian","prop.school.pi","prop.school.multi","prop.school.EL","prop.school.lowincome","total.students","Grade3.ELA.Level1","Grade3.ELA.Level2","Grade3.ELA.Level3","Grade3.ELA.Level4","Grade3.Math.Level1","Grade3.Math.Level2","Grade3.Math.Level3","Grade3.Math.Level4","Grade4.ELA.Level1","Grade4.ELA.Level2","Grade4.ELA.Level3","Grade4.ELA.Level4","Grade4.Math.Level1","Grade4.Math.Level2","Grade4.Math.Level3","Grade4.Math.Level4","Grade5.ELA.Level1","Grade5.ELA.Level2","Grade5.ELA.Level3","Grade5.ELA.Level4","Grade5.Math.Level1","Grade5.Math.Level2","Grade5.Math.Level3","Grade5.Math.Level4","white.prop.difference","white.prop.difference.percent","med.income","med.rent","total.income","income.10k","income.15k","income.20k","income.25k","income.30k","income.35k","income.40k","income.50k","income.60k","income.75k","income.100k","income.125k","income.150k","income.200k","income.more","home.total","home.owners","lnorm.gini","lnorm.sd","ela.grade3.mean","ela.grade3.sd","ela.grade3.chisq","math.grade3.mean","math.grade3.sd","math.grade3.chisq","ela.grade5.mean","ela.grade5.sd","ela.grade5.chisq","math.grade5.mean","math.grade5.sd","math.grade5.chisq","largest.group","school.white","school.black","school.hispanic","school.asian","race.chi.sq","most.common.group"
"203",203,203,"1313 N CLAREMONT AV","DE DIEGO COMM ACAD",3563,1,3563,1,2472,0.693797361773786,264,0.0740948638787539,994,0.278978388998035,14,0.00392927308447937,272,0.0763401627841706,0,0,0.119,3.5,82.6,2,0,0,2.5,0.089,999,5.1,29.6,50,15.3,9.2,18.4,53.1,19.4,2.9,33.3,50,13.7,2.9,25.5,64.7,6.9,2.2,44.6,34.8,18.5,0,22.6,69.9,7.5,-65.8797361773786,-0.949552993527508,73.7444221161942,1281.16980072972,1648.75094583535,0.0568197489031746,0.0447963735608804,0.0199060137205023,0.0210660583071726,0.01763792243871,0.0241521778617468,0.00896458513373251,0.0139871495912651,0.0227203711327722,0.0561759492370286,0.088232065093273,0.133209293421676,0.105797654352185,0.120532543508975,0.0805165987304072,1648.75094583535,0.340229934282279,0.723447346193723,137.071984290803,2.75757575757576,0.77051412852942,5.02091471512408,2.82828282828283,0.845641937547363,1.4788221302602,2.69387755102041,0.79181591197697,4.44356058742417,2.8469387755102,0.524690204450119,6.80111617394848,0.826,34,118,825,19,NA,"White"
"204",204,204,"1631 W JONQUIL TR","GALE COMM ACAD",10906,1,10906,1,4828,0.442692096093893,4229,0.387768200990281,1878,0.17219878965707,62,0.00568494406748579,451,0.0413533834586466,7,0.000641848523748395,0.676,2.6,25.2,4.6,0,0,2.5,0.204,544,10,58.6,28.6,2.9,19.7,33.8,39.4,7,10.2,46.9,34.7,8.2,0,34.7,61.2,4.1,4.1,32.7,57.1,6.1,4.1,26.5,69.4,0,-41.6692096093893,-0.941268434134217,31.0610332844306,675.51320374106,5426.74746712324,0.145345023925642,0.0514513725984648,0.0404643362775701,0.0787552638154096,0.0650175343974931,0.0702965538358858,0.0449288758669418,0.054160049911173,0.0151021254308659,0.0514113820296536,0.092601223541759,0.103460720463552,0.0690142808313663,0.037504005373592,0.0397080245856837,5426.74746712324,0.276765304829831,0.691282681236657,66.4488305781035,2.22448979591837,0.650624002537801,28.988726171181,2.3469387755102,0.874637371883567,29.4763585852978,2.65656565656566,0.657167952340955,19.2374209848423,2.65656565656566,0.556256000410033,20.0759053234961,0.676,14,367,137,25,NA,"White"
"205",205,205,"10347 S. EWING AV","GALLISTEL",8835,1,8835,1,4400,0.498019241652518,299,0.0338426711941143,7484,0.84708545557442,105,0.0118845500848896,16,0.00181097906055461,0,0,0.035,1.9,94.6,0,0,0,0.2,1.25,1,4.9,32.4,46.5,16.2,0.7,9.6,58.2,31.5,2.3,36.7,46.9,14.1,2.3,12.5,71.1,14.1,0.7,50.7,42.3,6.3,0,23.6,72.9,3.6,-47.9019241652518,-0.961848863636364,40.6707928692699,777.863497453311,2581.05453437289,0.0772064001613247,0.04608322799439,0.0495909545484057,0.0638655910246358,0.0825347679250037,0.079662163394368,0.0668606988546965,0.080906896026801,0.0254224241509385,0.0730437297968316,0.0728435307024302,0.146022972496846,0.0679831482455274,0.0342202457471482,0.0157144580601,2581.05453437289,0.60610239164199,0.71759600888339,85.3087978304071,2.75510204081633,0.774080425372096,4.6859471640196,3.22448979591837,0.601212044602581,22.1753910789591,2.55102040816327,0.611276322007694,5.26130942464279,2.79591836734694,0.475355182961584,8.87042466525194,0.946,0,0,0,0,NA,"Hispanic"
"206",206,206,"5225 N OAK PARK AV","GARVY",11312,1,11312,1,9682,0.855905233380481,63,0.00556930693069307,1587,0.140293493635078,20,0.00176803394625177,769,0.0679809052333805,6,0.00053041018387553,0,0,0,0,NA,NA,NA,NA,NA,4.7,12.9,49.4,32.9,2.3,4.6,52.9,40.2,0,19.1,48.5,32.4,1.5,8.8,63.2,26.5,0,21.4,48.6,30,0,18.3,77.5,4.2,NA,NA,68.4607714816124,977.588666902404,4392.45790950884,0.0317186696604124,0.0205607899852933,0.0319953287386353,0.0341057396691755,0.0380398505213767,0.0380073519141721,0.038417255078,0.0252171894722446,0.0201573329145868,0.086059097680821,0.0949601536706399,0.136233441755228,0.111106192428066,0.080191648823034,0.123515880166036,4392.45790950884,0.811897069464372,0.727265604548336,137.423572293672,3.12371134020619,0.780727918339178,50.6602624230512,3.3265306122449,0.65449296034083,34.4992253861701,3.09090909090909,0.715583237088619,39.7937766624415,2.85858585858586,0.451982052427248,14.4985328023875,NA,0,0,0,0,NA,"White"
"207",207,207,"9301 S STATE ST","GILLESPIE",10203,1,10203,1,39,0.00382240517494854,10003,0.980397922179751,110,0.0107811428011369,19,0.00186219739292365,8,0.000784083112809958,0,0,0.991,0,0.9,0,0,0,2.5,0.011,543,10.5,54.4,31.6,3.5,14.5,43.6,38.2,3.6,5.2,65.5,27.6,1.7,15.5,41.4,41.4,1.7,2,71.4,26.5,0,0,73.5,26.5,0,-0.382240517494854,-1,50.2687273350975,861.043516612761,3635.62830421299,0.102477501762787,0.0689597852706857,0.0602029107310745,0.0557470685964451,0.0403405296671663,0.0525708667722219,0.0304567494426626,0.0293652308154511,0.0423285139994568,0.0997582564752939,0.110054584893648,0.145480232508225,0.0766987726509512,0.0385710077391224,0.0293959012163507,3635.62830421299,0.524667908629436,0.700012210446971,73.134151223065,2.27551020408163,0.685349068180316,20.7105654650743,2.30612244897959,0.751742488061455,45.7655215904666,2.24242424242424,0.475757378805564,34.7045099695988,2.26262626262626,0.442300539292389,72.3130654943548,0.991,0,538,4,0,NA,"Black"
"208",208,208,"7316 S HOYNE AV","RANDOLPH",5936,1,5936,1,45,0.00758086253369272,5761,0.970518867924528,116,0.0195417789757412,12,0.00202156334231806,1,0.000168463611859838,0,0,0.993,0.3,0.1,0,0.1,0.1,2.5,0.001,758,9.1,42.9,41.6,6.5,13,27.3,40.3,19.5,4.1,53.4,28.8,13.7,2.7,38.4,43.8,15.1,0,53.4,42.5,4.1,1.4,32.9,58.9,6.8,-0.458086253369272,-0.604266666666667,32.0349278975741,1051.43733153639,1668.13573100874,0.118618223678562,0.0216481306536278,0.152218608141116,0.107435947775541,0.0886959471730794,0.0317104918455502,0.0687821468152299,0.04712899057478,0.0343318000975991,0.123266221256632,0.0591596206972675,0.0389199784078376,0.0507173764555095,0.018627914694599,0.00479577282069386,1668.13573100874,0.563274956721919,0.695191359296302,58.777273494766,2.44897959183673,0.747813982322163,4.86349765148995,2.65656565656566,0.938535726235681,4.96882963157744,2.50505050505051,0.578063928632878,8.58307200403988,2.71134020618557,0.594396803606359,0.0329699521816485,0.993,2,752,0,0,NA,"Black"
"209",209,209,"2236 N ROCKWELL ST","GEOTHE",5525,1,5525,1,3576,0.647239819004525,326,0.0590045248868778,2715,0.491402714932127,42,0.00760180995475113,168,0.0304072398190045,12,0.00217194570135747,0.039,7.8,87.4,0.9,0,0,2.5,0.241,767,7.1,28.2,55.3,9.4,1.2,23.8,60.7,14.3,1.9,15.1,69.8,13.2,0,1.9,69.8,28.3,0,29.6,54.9,15.5,0,5.6,81.7,12.7,-56.9239819004525,-0.879488255033557,50.6390463348416,986.663167420814,2592.81097855933,0.0634726927815713,0.0585367538204777,0.028990019312677,0.0376935712572283,0.0454462513362217,0.0401896859072271,0.027140656552914,0.0240832040815368,0.0201989992814241,0.0386608735111543,0.121807565007942,0.113357112561102,0.0898517789726305,0.0792571552540327,0.0864284414360453,2592.81097855933,0.334028509749085,0.7204240958323,115.317532278159,2.66666666666667,0.74230748895809,6.90935965186924,2.88775510204082,0.640274636003788,14.4329427170248,2.85714285714286,0.658019521535379,11.0706248914844,3.07142857142857,0.412435561977268,39.5695508859242,0.874,59,29,670,6,NA,"White"
"210",210,210,"12810 S ESCANABA AV","GRISSOM",2641,1,2641,1,2033,0.76978417266187,71,0.0268837561529724,1204,0.455887921241954,14,0.00530102234002272,16,0.00605831124574025,0,0,0.07,29.7,61.5,1.5,0.3,0,2.5,0.166,343,10.7,21.4,28.6,39.3,3.8,19.2,26.9,50,0,20.7,65.5,13.8,0,6.9,79.3,13.8,0,33.3,39.4,27.3,0,15.2,78.8,6.1,-47.278417266187,-0.614177570093458,42.469670579326,1053.3173040515,899.36482274357,0.0536482892749998,0.0291744691923748,0.122756137634307,0.024855495758089,0.027989853259578,0.0617727330489628,0.0468875574544691,0.125169932721294,0.0188700253500398,0.0331533026516676,0.0890103413385893,0.153243508369906,0.0886927759543793,0.0410133026610346,0.070645924961946,899.36482274357,0.791858450025205,0.712241951546929,89.2076781626508,2.97959183673469,1.01513893048198,67.1663713481057,3.25510204081633,0.877099536955613,49.7772841111071,2.93939393939394,0.780086099619803,21.5944538824979,2.90909090909091,0.453802732718342,17.4348656174202,0.615,101,24,210,5,NA,"White"
"211",211,211,"5411 W FULLERTON AV","HANSON PARK",4631,1,4631,1,1779,0.384150291513712,177,0.0382206866767437,4294,0.927229540056143,63,0.0136039732239257,7,0.00151155258043619,2,0.000431872165838912,0.043,2.3,92.5,0.7,0.1,0,0.2,1.25,1,3.7,41.9,44.1,10.3,6.5,14.4,61.2,18,2.8,48.3,40.6,8.4,0.7,27.1,59,13.2,0.6,35.8,52.2,11.3,0,30.6,66.3,3.1,-36.1150291513712,-0.940127599775155,35.0977309436407,1013.81515871302,1233.5521985433,0.0620559318646127,0.0561859771018842,0.00983297242945098,0.0777888189630024,0.0537340758724784,0.0758422998011275,0.0569717139121995,0.0562561751303037,0.040252992819682,0.162443267527967,0.138448444249863,0.097474882883009,0.0228937420535176,0.0311705488436132,0.0497358498488228,1233.5521985433,0.47780670743255,0.712566926268352,82.9412182411721,2.62244897959184,0.710964295396643,5.97105378983956,2.91919191919192,0.751553054283876,8.12143687648941,2.75510204081633,0.643143447945299,6.13131685399418,2.72727272727273,0.511464121234162,3.78491811868798,0.925,0,0,0,0,NA,"Hispanic"
"212",212,212,"5120 N WINTHROP AV","GOUDY",14000,1,14000,1,7655,0.546785714285714,2533,0.180928571428571,1852,0.132285714285714,81,0.00578571428571429,2404,0.171714285714286,4,0.000285714285714286,0.182,12.8,31.3,37.7,0,0,2.5,0.367,716,6,23.9,50.7,19.4,13.4,9,44.8,32.8,1.6,34.4,45.9,18,0,15,51.7,33.3,0,45.6,42.1,12.3,0,31.6,59.6,8.8,NA,NA,35.3190645,697.892071428571,8476.66601944978,0.130443383383559,0.0521814351318652,0.0626646027843293,0.0527382678955078,0.0792539752732737,0.0473361176895194,0.0450919647059208,0.0419498400570457,0.0347385424621066,0.0646437212128062,0.0949551004093843,0.0811483104233596,0.069787478113147,0.0349253025494409,0.0573343009824834,8476.66601944978,0.341176875882389,0.686466195713592,63.9971286145187,2.83673469387755,0.808382342311635,10.252489055906,2.96938775510204,0.978680804009753,12.6056402499113,2.66666666666667,0.685118789044674,1.23314234957529,2.76530612244898,0.588568425861337,1.65271490354712,0.377,0,0,0,0,NA,"White"
"213",213,213,"6448 S TRIPP AV","LEE",8414,1,8414,1,5152,0.612312811980033,137,0.0162823864986927,6604,0.784882338958878,74,0.00879486570002377,43,0.00511053006893273,7,0.000831946755407654,0.017,4.6,93.7,0,0,0,0.2,1.25,1,10.6,43.9,37.9,7.6,5.3,21.8,55.6,17.3,2.6,34.8,53.9,8.7,3.4,11,77.1,8.5,3,48,43,6,2,22.8,70.3,5,-56.6312811980033,-0.924875,49.3725351794628,956.206322795341,2424.04561292733,0.0318514387309069,0.0284445101610335,0.0249393047073921,0.0928752243209875,0.0384620409600253,0.0599427112154989,0.0689086303330956,0.0404438194268874,0.0266168269444021,0.0823957169863707,0.127878021624401,0.125892735102292,0.10309404718242,0.0458914674789779,0.0654572106099829,2424.04561292733,0.798744349614529,0.727117957160544,110.265945159772,2.42268041237113,0.775067894154975,4.97864809454786,2.85714285714286,0.75981549578096,4.59315553216667,2.52,0.658740763836119,6.29781880929863,2.78787878787879,0.558290526239082,7.59368434462485,0.937,0,0,0,0,NA,"Hispanic"
"214",214,214,"4436 S UNION AV","GRAHAM",4257,1,4257,1,2669,0.62696734789758,952,0.223631665492131,782,0.183697439511393,22,0.00516795865633075,166,0.038994597134132,0,0,0,0,0,0,NA,NA,NA,NA,NA,5.3,33.3,52.6,8.8,10.5,17.5,59.6,12.3,1.9,31.5,44.4,22.2,0,27.8,51.9,20.4,0,41.1,44.6,14.3,0,34.5,58.2,7.3,NA,NA,52.7785907916373,923.116513976979,1601.00619051986,0.0951739200462034,0.0503557295921834,0.0527448800316196,0.0811002208801989,0.0614386969584406,0.0511050005960168,0.0369902116596899,0.0399216427399147,0.0537259788037901,0.0710245276470314,0.0853310032398444,0.133382826403074,0.0553194305369811,0.0350251023855762,0.0676245060051515,1601.00619051986,0.474824396455954,0.696702260815613,76.9065383537723,2.64285714285714,0.707106781186548,6.12679741854669,2.74489795918367,0.803487559033471,8.29952097801914,2.72727272727273,0.69719820942699,1.84207731520801,2.72727272727273,0.585856808760517,1.05147412994277,NA,0,0,0,0,NA,"White"
"215",215,215,"3730 N LARAMIE AV","GRAY",16764,1,16764,1,11621,0.693211643999046,340,0.0202815557146266,8297,0.494929611071343,153,0.00912670007158196,611,0.0364471486518731,13,0.000775471247912193,0.032,18.3,74.9,3.3,0.3,0,0.2,1.25,1,7.5,30.1,52.1,10.3,7.5,12.3,56.8,23.3,0,27.1,56.6,16.3,0.8,17.1,67.4,14.7,0.8,38.2,48,13,0,20.3,63.4,16.3,-51.0211643999046,-0.736011358747096,57.3004957050823,899.525292293009,5447.99348621279,0.0423522499170013,0.0261312101896491,0.0311145735650474,0.0469840817269631,0.0607723299194054,0.0524951980834069,0.0614022495925689,0.0499153373510526,0.0142498337223789,0.0647782226833081,0.0976679980414194,0.133529739497626,0.10333693203358,0.0613113610371393,0.0821141474139491,5447.99348621279,0.613513448269158,0.721947052207724,110.570167546538,2.65656565656566,0.758107420120095,4.12231412041961,2.96938775510204,0.805318424985864,5.88309753977911,2.74747474747475,0.675269172988414,3.22032654451782,2.95959595959596,0.604729521579047,22.4454643527328,0.749,0,0,0,0,NA,"White"
"216",216,216,"3000 S LAWNDALE AV","ORTIZ DE DOMINGUEZ",12810,1,12810,1,6763,0.527946916471507,93,0.00725995316159251,12489,0.974941451990632,216,0.0168618266978923,11,0.000858704137392662,3,0.000234192037470726,0.003,0.4,99.4,0,0,0,2.5,0.599,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.3946916471507,-0.99242348070383,48.2162776736924,763.427868852459,3262.72204421444,0.0457188143268191,0.0435076573134879,0.121923907870551,0.130495288504498,0.0775607091052034,0.0606750045155372,0.0646850382623061,0.0623383298473001,0.0323918750828485,0.103526397589143,0.0680030046912054,0.0871960713134779,0.04344388608423,0.0270121217161383,0.0209040265354693,3262.72204421444,0.490086335978634,0.718990942669848,78.9610858422648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994,3,2,783,0,NA,"Hispanic"
"217",217,217,"1212 S PLAYMOUTH CT","SOUTH LOOP",34951,1,34951,1,22135,0.633315212726388,5672,0.162284340934451,2286,0.0654058539097594,55,0.00157363165574662,5313,0.152012817945123,18,0.000515006723698893,0.528,26.9,7.3,12.4,0.5,0,2.5,0.024,572,0,5.8,28.8,65.4,0,3.8,36.5,59.6,0,3.6,43.6,52.7,0,0,52.7,47.3,0,13,32.6,54.3,0,10.9,50,39.1,-36.4315212726388,-0.575251005195392,85.7371755314583,1155.122085205,24049.8721664575,0.0596984991248173,0.040425104427761,0.0238715005258019,0.0237685032683168,0.0213736196867794,0.0208207164571354,0.00966488940060236,0.0114244658835843,0.0202410990525934,0.0317464290104574,0.0759185174838467,0.130691199146058,0.102136037418299,0.0944142620990664,0.131906165057238,24049.8721664575,0.431359970354288,0.722385754459992,142.675075297229,3.61224489795918,0.585611902399049,262.734445963935,3.57142857142857,0.556127998320049,89.6542368199057,3.41414141414141,0.714429999857186,166.00321340873,3.29292929292929,0.642897224981,194.551462784662,0.528,153,302,41,70,NA,"White"
"218",218,218,"3711 W DOUGLAS BL","HERZL",2497,1,2497,1,20,0.00800961153384061,2420,0.969162995594714,45,0.0180216259511414,6,0.00240288346015218,4,0.00160192230676812,0,0,0.986,0,1.4,0,0,0,2.5,0.002,641,18.4,35.5,38.2,7.9,25,27.6,36.8,10.5,4.2,52.1,33.3,10.4,6.3,33.3,54.2,6.3,0,53.8,33.3,12.8,2.6,48.7,48.7,0,-0.800961153384061,-1,23.4557889467361,930.411694032839,848.140970718053,0.260800327657533,0.0874752886999136,0.070163606490179,0.0717280669635245,0.0831934562667268,0.0816859347421472,0.0279359260316506,0.0475492921942807,0.0752206217020929,0.0509048503656328,0.0235217953365446,0.105841031556505,0.00700408912672543,0.00431020869336949,0.0013327520865866,848.140970718053,0.181798876738148,0.654990270211627,33.8386353480889,2.3469387755102,0.862769943608585,10.9388551414043,2.31632653061224,0.969609750124396,37.611167085581,2.58163265306122,0.702329986585228,4.62426233145706,2.46938775510204,0.541172488702936,15.9385370389633,0.986,0,632,8,0,NA,"Black"
"219",219,219,"4619 S WOLCOTT AV","LARA",3499,1,3499,1,1392,0.397827950843098,155,0.0442983709631323,3142,0.897970848813947,65,0.0185767362103458,31,0.00885967419262646,0,0,0.027,2.7,94.1,0.5,0,0,2.5,0.335,597,15.5,50,32.8,1.7,6.8,16.9,62.7,13.6,5.6,49.3,40.8,4.2,4.2,19.7,70.4,5.6,0,54.5,45.5,0,0,33.3,62.1,4.5,-37.0827950843098,-0.932131465517241,26.266431266076,772.90740211489,1072.7086881238,0.112331203674125,0.0845865658444142,0.0526811667336006,0.051806185142285,0.162670010793538,0.0504623640096278,0.0460024607718723,0.0376406849969426,0.0420812341857629,0.125910341358494,0.107725445756345,0.0580860351618095,0.0361599868957178,0.0198873194642855,0,1072.7086881238,0.35918009314725,0.69838993111992,53.3686134849964,2.19387755102041,0.698424785304732,23.0804756256911,2.84536082474227,0.726581696851299,10.8178381183281,2.45454545454545,0.500463606960979,16.0350599392792,2.70707070707071,0.539321668669481,1.85536981794348,0.941,16,16,561,2,NA,"Hispanic"
"220",220,220,"3244 W AINSLIE ST","HIBBARD",13228,1,13228,1,6829,0.516253401874811,847,0.0640308436649531,6169,0.466359237980042,118,0.00892047172664046,1920,0.145146658602963,10,0.000755972180223768,0.084,7.2,73.3,11.1,0,0,0.2,1.25,1,8.6,36.4,42.6,12.3,3.1,14.7,60.7,21.5,1.4,23.9,58,16.7,2.1,19.3,67.1,11.4,0.7,28,50.3,21,0,17.4,65.3,17.4,-44.4253401874811,-0.860533606677405,47.3368614302994,897.793695192017,4408.66289839535,0.0871291961770995,0.0360307833841442,0.0366728260679206,0.0429097964947977,0.0581264547139806,0.0423942578540781,0.0503511134050664,0.0453433150560391,0.0363185463386103,0.0860793537279884,0.096689656561622,0.132335087403306,0.0820024022360506,0.0518697220219744,0.0648715375925593,4408.66289839535,0.306207732817121,0.715424246082762,97.2542261301399,2.59183673469388,0.810202147282635,0.235633678660893,3.01020408163265,0.69601069370834,10.0718894922944,2.92929292929293,0.703526470681448,15.0987016425186,3,0.589015089373952,28.8642694190745,0.733,0,0,0,0,NA,"White"
"221",221,221,"6206 N HAMLIN AV","NEW SOLOMON",3580,1,3580,1,2415,0.674581005586592,37,0.0103351955307263,218,0.0608938547486034,5,0.00139664804469274,917,0.256145251396648,2,0.000558659217877095,0.041,48.4,12.9,34.1,0.3,0.3,2.5,0.19,364,3.6,14.3,46.4,35.7,0,7.1,39.3,53.6,0,7.1,39.3,53.6,3.6,0,32.1,64.3,0,28.6,31.4,40,0,14.3,48.6,37.1,-19.0581005586592,-0.282517598343685,59.0500600558659,500.943575418994,1340.48939571047,0.13530202757132,0.064535099299407,0.148303518087272,0.0343829247872941,0.0119921816194432,0.0327872584884277,0.00470514978336525,0.0504839599668522,0.0572702836512068,0.0593605194183041,0.0364518213212983,0.0708177916494225,0.0770826525854835,0.0260281204023973,0.0905702353400815,1340.48939571047,0.525715356377695,0.679316955036597,61.759603481357,3.1530612244898,0.7779439040589,58.2966821028035,3.46464646464646,0.627810112217603,63.0296758367241,3.12121212121212,0.824035952167029,71.7144318844779,3.23232323232323,0.682556461419991,169.31226414518,0.484,176,14,46,124,NA,"White"
"222",222,222,"644 W 71ST ST","HINTON",2920,1,2920,1,2,0.000684931506849315,2880,0.986301369863014,13,0.00445205479452055,4,0.00136986301369863,1,0.000342465753424658,6,0.00205479452054795,0.991,0.5,0.2,0.2,0,0,2.5,0,427,12.2,46.3,39,2.4,24.4,26.8,34.1,14.6,0,52.5,47.5,0,2.5,35,57.5,5,4.8,64.3,26.2,4.8,0,58.5,41.5,0,NA,NA,22.9514044520548,881.816780821918,795.287642674467,0.246343408567948,0.122658306320033,0.113361417686034,0.0379439574967145,0.0940013206000031,0.048106497078021,0.0507921236401255,0.0633840524274211,0.0119138737567822,0.0704884128493869,0.0549041105217465,0.0611327270036716,0.00964768838347707,0.00879682475601614,0.00498991916847369,795.287642674467,0.227938473540797,0.654452006898111,36.5586891439032,2.31313131313131,0.709217226537572,13.2614509192421,2.38775510204082,1.01160944606377,31.1158303205595,2.30612244897959,0.61607609761096,26.9294320526415,2.41414141414141,0.495079894811897,30.5472375423598,0.991,0,0,0,0,NA,"Black"
"223",223,223,"409 W 80TH ST","WESTCOTT",4850,1,4850,1,39,0.00804123711340206,4689,0.96680412371134,57,0.0117525773195876,17,0.00350515463917526,8,0.00164948453608247,0,0,0.993,0.2,0.4,0,0.2,0,2.5,0.004,552,18.2,42.9,39,0,19.5,20.8,53.2,6.5,0,45.1,49,5.9,5.9,21.6,70.6,2,0,66.1,25,8.9,3.6,57.1,37.5,1.8,-0.604123711340206,-0.751282051282051,35.6045546391753,830.985773195876,1815.67097745636,0.148976483838021,0.0285695340214914,0.0685637562009497,0.0524273024203077,0.0952134272670326,0.0483484628648753,0.0525891207039966,0.0646623003685171,0.0403877476519003,0.0938615802262549,0.0966271677070373,0.093059951222901,0.0606661009514983,0.0497227623395992,0.00559086608269727,1815.67097745636,0.568065342658725,0.690668970368876,55.2937890613681,2.21212121212121,0.732241836831712,22.1433306420992,2.46938775510204,0.875839292708794,22.4952681740293,2.41414141414141,0.639037877100731,19.8250114654466,2.36734693877551,0.563270184789685,34.1519279812729,0.993,1,548,2,0,NA,"Black"
"224",224,224,"1136 W 122ND ST","WHITE",1767,1,1767,1,18,0.0101867572156197,1710,0.967741935483871,23,0.0130164119977363,4,0.00226372382569327,1,0.000565930956423316,0,0,1,0,0,0,0,0,2.5,0,194,10,53.3,36.7,0,16.7,30,46.7,6.7,6.9,48.3,37.9,6.9,7.4,51.9,37,3.7,5.6,66.7,22.2,5.6,0,66.7,33.3,0,-1.01867572156197,-1,51.338376344086,943.782116581777,617.265385871228,0.0889850232009372,0.039254731658446,0.0321429806018105,0.0840099386537532,0.0455305080020754,0.0431873482968673,0.0324339325196896,0.0371625211857879,0.0543203317801277,0.0194164236772687,0.142925552368483,0.124842936003653,0.102105403734172,0.0715768415867314,0.0432523241902959,617.265385871228,0.802631974972725,0.706538941492923,94.2433057101669,2.26262626262626,0.632227332303341,22.6873145810821,2.42857142857143,0.837275897082349,21.0187384869331,2.27551020408163,0.63862952887612,36.5002558541975,2.33333333333333,0.473803541479343,50.1876973221802,1,0,194,0,0,NA,"Black"
"225",225,225,"1710 E 93RD ST","EARHART",1944,1,1944,1,24,0.0123456790123457,1876,0.965020576131687,29,0.014917695473251,3,0.00154320987654321,2,0.00102880658436214,0,0,0.996,0.4,0,0,0,0,2.5,0.007,279,0,21.2,48.5,30.3,3,12.1,54.5,30.3,0,15.2,48.5,36.4,0,3,69.7,27.3,0,14.3,62.9,22.9,0,11.4,77.1,11.4,NA,NA,57.4392098765432,968.460905349794,732.072811436351,0.0378732714176365,0.045963395066279,0.0322023168929446,0.0517222387657071,0.052319396164373,0.0624665242397843,0.0866369994828167,0.0532241656746155,0.0651197537119377,0.0718980662125065,0.0752511458460649,0.147455891816867,0.0757174018359078,0.0311236337397922,0.0883572507986436,732.072811436351,0.83776495973858,0.744499929917708,130.488759723097,3.09090909090909,0.715583237088619,40.232817120441,3.12121212121212,0.732241836831712,11.719792493509,3.08163265306122,0.603656715920036,40.2819770098033,3,0.473803541479343,25.5248877736917,0.996,0,0,0,0,NA,"Black"
"226",226,226,"3825 S WASHTENAW AVE","BRIGHTON PARK",6766,1,6766,1,3303,0.48817617499261,136,0.0201005025125628,5360,0.792196275495123,78,0.0115282293822051,658,0.0972509606857818,2,0.000295595625184747,0.004,2,97.1,0.3,0.1,0,2.5,0.306,909,10,36.4,36.4,17.3,10.9,27.3,37.3,24.5,2,50.5,40.4,7.1,1,25.3,70.7,3,0,42,44.4,13.6,0,19.5,75.6,4.9,-46.817617499261,-0.959031183772328,43.5081574046704,853.736180904523,1818.6208593377,0.0622875512248462,0.0305004389436344,0.0706964932756906,0.0847972512507608,0.0612325715066307,0.066155023605184,0.0672685359244,0.084288822043087,0.0519458359145097,0.0844053178961046,0.0756188796518809,0.12303958217735,0.0623026481509658,0.0241603028769256,0.0269007263689605,1818.6208593377,0.514199921380398,0.704609436199007,68.4132294696394,2.60606060606061,0.890060555360023,2.57819949819624,2.76530612244898,0.939412191824066,4.49674287813342,2.70707070707071,0.688869604267882,1.53012457845092,2.8469387755102,0.462000152102589,12.5367591380419,0.971,18,3,882,2,NA,"Hispanic"
"227",227,227,"7424 S MORGAN ST","STAGG",4742,1,4742,1,20,0.00421762969211303,4641,0.978700970054829,61,0.0128637705609447,10,0.00210881484605652,5,0.00105440742302826,0,0,0.987,0.2,1.1,0,0,0,2.5,0.005,621,14.6,39,39,7.3,24.4,28,32.9,14.6,6.8,44.1,45.8,3.4,1.7,37.3,49.2,11.9,0,63,32.6,4.3,0,58.7,41.3,0,-0.221762969211303,-0.5258,24.4908226486714,814.55904681569,1485.06433855316,0.104551355104529,0.0953457179643142,0.124274273752712,0.106550025016883,0.0683980742390418,0.0383864014378142,0.0589057397291117,0.0257733044253403,0.0757589831988604,0.090974870785506,0.0556000362786075,0.0899559261497331,0.0500086506807311,0.0108960420497109,0.00376863144625159,1485.06433855316,0.377126539952903,0.687078125114652,52.6210314541235,2.39393939393939,0.818387935282501,5.42763149304987,2.36734693877551,1.00911061282104,33.6162204166042,2.4040404040404,0.569983743398538,16.8617854483898,2.41414141414141,0.495079894811897,30.5472375423598,0.987,1,612,6,0,NA,"Black"
